"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"HR@1","FPPTER107","00:00:38.840",38840,"00:00:38.885",38885,"00:00:00.045",45,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:00:45.957",45957,"00:00:46.053",46053,"00:00:00.096",96,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:00:50.029",50029,"00:00:52.433",52433,"00:00:02.404",2404,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:00:55.341",55341,"00:00:55.488",55488,"00:00:00.147",147,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:00:58.012",58012,"00:00:58.141",58141,"00:00:00.129",129,"pp-old-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:01:03.081",63081,"00:01:03.374",63374,"00:00:00.293",293,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:01:07.733",67733,"00:01:07.908",67908,"00:00:00.175",175,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:01:08.807",68807,"00:01:09.596",69596,"00:00:00.789",789,"pro-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:01:10.416",70416,"00:01:10.645",70645,"00:00:00.229",229,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:01:14.965",74965,"00:01:15.840",75840,"00:00:00.875",875,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:01:15.840",75840,"00:01:16.070",76070,"00:00:00.230",230,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:01:17.797",77797,"00:01:19.348",79348,"00:00:01.551",1551,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:01:21.655",81655,"00:01:21.921",81921,"00:00:00.266",266,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:01:25.351",85351,"00:01:25.617",85617,"00:00:00.266",266,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:01:40.904",100904,"00:01:41.014",101014,"00:00:00.110",110,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:02:04.360",124360,"00:02:05.011",125011,"00:00:00.651",651,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:02:07.695",127695,"00:02:07.979",127979,"00:00:00.284",284,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:02:11.998",131998,"00:02:12.135",132135,"00:00:00.137",137,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:02:21.505",141505,"00:02:21.569",141569,"00:00:00.064",64,"pp-old-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:02:24.432",144432,"00:02:25.881",145881,"00:00:01.449",1449,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:02:48.465",168465,"00:02:48.713",168713,"00:00:00.248",248,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:02:50.565",170565,"00:02:50.675",170675,"00:00:00.110",110,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:03:30.007",210007,"00:03:30.255",210255,"00:00:00.248",248,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:03:35.703",215703,"00:03:35.849",215849,"00:00:00.146",146,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:03:43.380",223380,"00:03:43.499",223499,"00:00:00.119",119,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:04:04.961",244961,"00:04:05.401",245401,"00:00:00.440",440,"generic-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:04:07.328",247328,"00:04:08.245",248245,"00:00:00.917",917,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:04:09.322",249322,"00:04:09.478",249478,"00:00:00.156",156,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:04:18.654",258654,"00:04:18.782",258782,"00:00:00.128",128,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:05:00.637",300637,"00:05:00.921",300921,"00:00:00.284",284,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:05:07.067",307067,"00:05:07.957",307957,"00:00:00.890",890,"generic-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:05:33.939",333939,"00:05:34.076",334076,"00:00:00.137",137,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:05:43.803",343803,"00:05:44.335",344335,"00:00:00.532",532,"generic-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:05:45.281",345281,"00:05:45.382",345382,"00:00:00.101",101,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:05:48.601",348601,"00:05:49.344",349344,"00:00:00.743",743,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:06:09.202",369202,"00:06:09.413",369413,"00:00:00.211",211,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:06:29.528",389528,"00:06:30.070",390070,"00:00:00.542",542,"generic-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:06:48.005",408005,"00:06:48.124",408124,"00:00:00.119",119,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:06:55.963",415963,"00:06:56.449",416449,"00:00:00.486",486,"specific-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:06:57.263",417263,"00:06:57.869",417869,"00:00:00.606",606,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:07:00.438",420438,"00:07:00.713",420713,"00:00:00.275",275,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:07:03.510",423510,"00:07:03.721",423721,"00:00:00.211",211,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:07:11.037",431037,"00:07:11.138",431138,"00:00:00.101",101,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:07:12.164",432164,"00:07:12.292",432292,"00:00:00.128",128,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:07:15.594",435594,"00:07:15.704",435704,"00:00:00.110",110,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:07:32.820",452820,"00:07:33.242",453242,"00:00:00.422",422,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:07:39.129",459129,"00:07:39.295",459295,"00:00:00.166",166,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:08:09.417",489417,"00:08:09.656",489656,"00:00:00.239",239,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:08:10.784",490784,"00:08:10.903",490903,"00:00:00.119",119,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:09:34.367",574367,"00:09:34.568",574568,"00:00:00.201",201,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:09:38.712",578712,"00:09:38.795",578795,"00:00:00.083",83,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:09:39.147",579147,"00:09:39.303",579303,"00:00:00.156",156,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:10:50.537",650537,"00:10:51.766",651766,"00:00:01.229",1229,"specific-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:10:55.103",655103,"00:10:55.277",655277,"00:00:00.174",174,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:11:12.815",672815,"00:11:12.953",672953,"00:00:00.138",138,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:11:15.766",675766,"00:11:15.867",675867,"00:00:00.101",101,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:11:20.071",680071,"00:11:20.356",680356,"00:00:00.285",285,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:11:44.278",704278,"00:11:44.397",704397,"00:00:00.119",119,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:11:50.452",710452,"00:11:50.617",710617,"00:00:00.165",165,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:12:35.826",755826,"00:12:35.908",755908,"00:00:00.082",82,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:12:49.923",769923,"00:12:50.069",770069,"00:00:00.146",146,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:12:52.178",772178,"00:12:52.352",772352,"00:00:00.174",174,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:12:59.610",779610,"00:12:59.995",779995,"00:00:00.385",385,"specific-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:13:05.015",785015,"00:13:05.180",785180,"00:00:00.165",165,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:13:29.958",809958,"00:13:30.288",810288,"00:00:00.330",330,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:13:32.077",812077,"00:13:32.848",812848,"00:00:00.771",771,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:13:39.761",819761,"00:13:39.926",819926,"00:00:00.165",165,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:13:50.496",830496,"00:13:50.569",830569,"00:00:00.073",73,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:14:38.815",878815,"00:14:39.503",879503,"00:00:00.688",688,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:14:41.374",881374,"00:14:41.732",881732,"00:00:00.358",358,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:14:42.397",882397,"00:14:42.801",882801,"00:00:00.404",404,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:15:19.985",919985,"00:15:20.150",920150,"00:00:00.165",165,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:15:23.259",923259,"00:15:23.378",923378,"00:00:00.119",119,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:15:57.252",957252,"00:15:57.380",957380,"00:00:00.128",128,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:16:02.814",962814,"00:16:02.906",962906,"00:00:00.092",92,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:16:10.832",970832,"00:16:11.254",971254,"00:00:00.422",422,"pro-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:16:39.090",999090,"00:16:39.282",999282,"00:00:00.192",192,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:16:46.992",1006992,"00:16:47.158",1007158,"00:00:00.166",166,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:17:06.155",1026155,"00:17:06.219",1026219,"00:00:00.064",64,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:17:06.692",1026692,"00:17:07.027",1027027,"00:00:00.335",335,"specific-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:17:15.851",1035851,"00:17:16.365",1036365,"00:00:00.514",514,"specific-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:17:16.613",1036613,"00:17:17.292",1037292,"00:00:00.679",679,"specific-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:17:33.200",1053200,"00:17:33.393",1053393,"00:00:00.193",193,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:17:34.076",1054076,"00:17:34.792",1054792,"00:00:00.716",716,"specific-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:17:46.828",1066828,"00:17:46.965",1066965,"00:00:00.137",137,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:17:49.691",1069691,"00:17:49.811",1069811,"00:00:00.120",120,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:18:20.720",1100720,"00:18:20.894",1100894,"00:00:00.174",174,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:18:23.055",1103055,"00:18:23.780",1103780,"00:00:00.725",725,"specific-old-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:18:30.110",1110110,"00:18:30.532",1110532,"00:00:00.422",422,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:18:32.804",1112804,"00:18:32.914",1112914,"00:00:00.110",110,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:18:33.795",1113795,"00:18:33.997",1113997,"00:00:00.202",202,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:20:01.311",1201311,"00:20:02.880",1202880,"00:00:01.569",1569,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:20:05.126",1205126,"00:20:05.328",1205328,"00:00:00.202",202,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:20:17.120",1217120,"00:20:17.248",1217248,"00:00:00.128",128,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:20:18.019",1218019,"00:20:19.836",1219836,"00:00:01.817",1817,"specific-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:20:27.967",1227967,"00:20:28.123",1228123,"00:00:00.156",156,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:20:45.605",1245605,"00:20:45.742",1245742,"00:00:00.137",137,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:20:45.829",1245829,"00:20:46.747",1246747,"00:00:00.918",918,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:20:52.869",1252869,"00:20:52.942",1252942,"00:00:00.073",73,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:00.691",1260691,"00:21:00.838",1260838,"00:00:00.147",147,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:13.964",1273964,"00:21:14.147",1274147,"00:00:00.183",183,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:14.312",1274312,"00:21:14.633",1274633,"00:00:00.321",321,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:16.059",1276059,"00:21:17.344",1277344,"00:00:01.285",1285,"generic-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:18.117",1278117,"00:21:18.917",1278917,"00:00:00.800",800,"generic-old-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:21.182",1281182,"00:21:21.549",1281549,"00:00:00.367",367,"generic-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:23.630",1283630,"00:21:23.841",1283841,"00:00:00.211",211,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:24.955",1284955,"00:21:25.102",1285102,"00:00:00.147",147,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:32.292",1292292,"00:21:32.420",1292420,"00:00:00.128",128,"generic-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:42.903",1302903,"00:21:43.086",1303086,"00:00:00.183",183,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:21:50.400",1310400,"00:21:50.546",1310546,"00:00:00.146",146,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:00.848",1320848,"00:22:01.041",1321041,"00:00:00.193",193,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:13.697",1333697,"00:22:13.890",1333890,"00:00:00.193",193,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:18.193",1338193,"00:22:18.385",1338385,"00:00:00.192",192,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:26.840",1346840,"00:22:26.978",1346978,"00:00:00.138",138,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:27.995",1347995,"00:22:28.150",1348150,"00:00:00.155",155,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:31.554",1351554,"00:22:31.682",1351682,"00:00:00.128",128,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:33.417",1353417,"00:22:33.527",1353527,"00:00:00.110",110,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:37.584",1357584,"00:22:37.721",1357721,"00:00:00.137",137,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:38.487",1358487,"00:22:39.368",1359368,"00:00:00.881",881,"generic-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:42.606",1362606,"00:22:42.927",1362927,"00:00:00.321",321,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:56.574",1376574,"00:22:56.739",1376739,"00:00:00.165",165,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:58.545",1378545,"00:22:58.637",1378637,"00:00:00.092",92,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:22:58.940",1378940,"00:22:59.114",1379114,"00:00:00.174",174,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:23:01.559",1381559,"00:23:01.687",1381687,"00:00:00.128",128,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:23:06.307",1386307,"00:23:06.500",1386500,"00:00:00.193",193,"pp-old-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:23:07.209",1387209,"00:23:07.521",1387521,"00:00:00.312",312,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:23:18.177",1398177,"00:23:18.342",1398342,"00:00:00.165",165,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:23:28.756",1408756,"00:23:28.894",1408894,"00:00:00.138",138,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:23:31.798",1411798,"00:23:32.660",1412660,"00:00:00.862",862,"generic-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@1","FPPTER107","00:23:37.034",1417034,"00:23:37.209",1417209,"00:00:00.175",175,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:00:41.735",41735,"00:00:41.864",41864,"00:00:00.129",129,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:00:50.952",50952,"00:00:51.292",51292,"00:00:00.340",340,"generic-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:00:52.562",52562,"00:00:52.773",52773,"00:00:00.211",211,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:00:53.392",53392,"00:00:53.475",53475,"00:00:00.083",83,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:01:05.245",65245,"00:01:05.459",65459,"00:00:00.214",214,"generic-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:01:10.234",70234,"00:01:10.563",70563,"00:00:00.329",329,"specific-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:01:22.669",82669,"00:01:22.780",82780,"00:00:00.111",111,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:01:23.094",83094,"00:01:23.288",83288,"00:00:00.194",194,"specific-new-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:01:29.395",89395,"00:01:29.471",89471,"00:00:00.076",76,"pp-old-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:02:01.470",121470,"00:02:01.553",121553,"00:00:00.083",83,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:02:14.262",134262,"00:02:14.327",134327,"00:00:00.065",65,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:02:16.162",136162,"00:02:16.252",136252,"00:00:00.090",90,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:02:21.136",141136,"00:02:21.250",141250,"00:00:00.114",114,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:02:27.668",147668,"00:02:27.747",147747,"00:00:00.079",79,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:02:38.112",158112,"00:02:38.227",158227,"00:00:00.115",115,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:02:40.353",160353,"00:02:41.027",161027,"00:00:00.674",674,"specific-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:02:54.048",174048,"00:02:54.193",174193,"00:00:00.145",145,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:02:57.199",177199,"00:02:57.344",177344,"00:00:00.145",145,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:02:58.232",178232,"00:02:58.315",178315,"00:00:00.083",83,"specific-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:03:07.554",187554,"00:03:07.651",187651,"00:00:00.097",97,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:03:08.377",188377,"00:03:08.478",188478,"00:00:00.101",101,"pp-new-point","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:03:09.778",189778,"00:03:09.934",189934,"00:00:00.156",156,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
"HR@2","FPPTER201","00:03:37.437",217437,"00:03:37.554",217554,"00:00:00.117",117,"pp-old-nopoint","FPPT-ENG-Phase1-20190213-v6-ALS-v2.eaf"
