"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"HR@1","FPPTER302","00:13:29.196",809196,"00:13:29.833",809833,"00:00:00.637",637,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:13:31.470",811470,"00:13:32.059",812059,"00:00:00.589",589,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:13:33.222",813222,"00:13:34.340",814340,"00:00:01.118",1118,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:13:55.732",835732,"00:13:56.751",836751,"00:00:01.019",1019,"specific-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:14:11.055",851055,"00:14:11.286",851286,"00:00:00.231",231,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:14:15.562",855562,"00:14:19.207",859207,"00:00:03.645",3645,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:14:22.000",862000,"00:14:22.132",862132,"00:00:00.132",132,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:14:25.801",865801,"00:14:25.924",865924,"00:00:00.123",123,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:14:52.568",892568,"00:14:52.842",892842,"00:00:00.274",274,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:14:53.752",893752,"00:14:54.045",894045,"00:00:00.293",293,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:14:54.911",894911,"00:14:55.114",895114,"00:00:00.203",203,"pro-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:15:37.778",937778,"00:15:38.118",938118,"00:00:00.340",340,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:15:39.201",939201,"00:15:39.385",939385,"00:00:00.184",184,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:15:41.778",941778,"00:15:42.160",942160,"00:00:00.382",382,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:15:42.475",942475,"00:15:42.696",942696,"00:00:00.221",221,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:15:52.792",952792,"00:15:53.726",953726,"00:00:00.934",934,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:15:54.839",954839,"00:15:55.141",955141,"00:00:00.302",302,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:15:56.108",956108,"00:15:56.571",956571,"00:00:00.463",463,"generic-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:16:07.778",967778,"00:16:07.986",967986,"00:00:00.208",208,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:16:10.930",970930,"00:16:11.142",971142,"00:00:00.212",212,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:16:29.511",989511,"00:16:30.015",990015,"00:00:00.504",504,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:16:35.280",995280,"00:16:35.672",995672,"00:00:00.392",392,"pp-old-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:16:37.977",997977,"00:16:38.568",998568,"00:00:00.591",591,"generic-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:16:39.614",999614,"00:16:40.765",1000765,"00:00:01.151",1151,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:17:39.231",1059231,"00:17:39.991",1059991,"00:00:00.760",760,"generic-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:18:15.364",1095364,"00:18:15.525",1095525,"00:00:00.161",161,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:18:21.040",1101040,"00:18:21.535",1101535,"00:00:00.495",495,"generic-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:18:21.886",1101886,"00:18:22.079",1102079,"00:00:00.193",193,"pp-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:18:26.014",1106014,"00:18:26.552",1106552,"00:00:00.538",538,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:18:42.633",1122633,"00:18:42.756",1122756,"00:00:00.123",123,"pp-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:19:02.906",1142906,"00:19:03.000",1143000,"00:00:00.094",94,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:19:09.975",1149975,"00:19:10.088",1150088,"00:00:00.113",113,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:19:15.019",1155019,"00:19:15.123",1155123,"00:00:00.104",104,"pp-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:19:17.689",1157689,"00:19:17.858",1157858,"00:00:00.169",169,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER302","00:19:19.000",1159000,"00:19:19.311",1159311,"00:00:00.311",311,"generic-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:01:53.829",113829,"00:01:54.678",114678,"00:00:00.849",849,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:01:54.761",114761,"00:01:54.997",114997,"00:00:00.236",236,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:01:56.104",116104,"00:01:56.283",116283,"00:00:00.179",179,"pp-old-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:01:57.751",117751,"00:01:58.798",118798,"00:00:01.047",1047,"generic-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:02:09.724",129724,"00:02:11.667",131667,"00:00:01.943",1943,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:02:15.381",135381,"00:02:16.320",136320,"00:00:00.939",939,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:02:37.155",157155,"00:02:38.306",158306,"00:00:01.151",1151,"generic-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:02:38.671",158671,"00:02:39.620",159620,"00:00:00.949",949,"generic-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:02:39.822",159822,"00:02:41.171",161171,"00:00:01.349",1349,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:03:06.240",186240,"00:03:06.783",186783,"00:00:00.543",543,"generic-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:03:11.460",191460,"00:03:12.238",192238,"00:00:00.778",778,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:03:12.852",192852,"00:03:13.064",193064,"00:00:00.212",212,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:03:19.421",199421,"00:03:19.775",199775,"00:00:00.354",354,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:03:24.336",204336,"00:03:24.590",204590,"00:00:00.254",254,"pp-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:03:25.727",205727,"00:03:25.887",205887,"00:00:00.160",160,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:03:56.976",236976,"00:03:57.108",237108,"00:00:00.132",132,"pp-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:04:12.810",252810,"00:04:12.984",252984,"00:00:00.174",174,"pp-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:04:13.652",253652,"00:04:14.265",254265,"00:00:00.613",613,"specific-old-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:04:15.379",255379,"00:04:15.548",255548,"00:00:00.169",169,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:05:31.200",331200,"00:05:31.615",331615,"00:00:00.415",415,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:05:56.704",356704,"00:05:57.600",357600,"00:00:00.896",896,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:07:00.732",420732,"00:07:01.195",421195,"00:00:00.463",463,"generic-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:07:13.974",433974,"00:07:14.102",434102,"00:00:00.128",128,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:07:24.400",444400,"00:07:25.603",445603,"00:00:01.203",1203,"generic-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:07:30.398",450398,"00:07:32.360",452360,"00:00:01.962",1962,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:07:47.091",467091,"00:07:47.247",467247,"00:00:00.156",156,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:08:58.826",538826,"00:08:59.142",539142,"00:00:00.316",316,"generic-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:09:15.387",555387,"00:09:16.232",556232,"00:00:00.845",845,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:09:16.548",556548,"00:09:17.231",557231,"00:00:00.683",683,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:09:27.631",567631,"00:09:28.343",568343,"00:00:00.712",712,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:09:32.900",572900,"00:09:33.061",573061,"00:00:00.161",161,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:09:35.536",575536,"00:09:35.720",575720,"00:00:00.184",184,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:10:07.362",607362,"00:10:08.391",608391,"00:00:01.029",1029,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:10:44.800",644800,"00:10:45.201",645201,"00:00:00.401",401,"generic-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:11:28.538",688538,"00:11:28.679",688679,"00:00:00.141",141,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:11:30.423",690423,"00:11:30.640",690640,"00:00:00.217",217,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:11:48.932",708932,"00:11:49.097",709097,"00:00:00.165",165,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:12:35.795",755795,"00:12:35.955",755955,"00:00:00.160",160,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:12:46.920",766920,"00:12:47.575",767575,"00:00:00.655",655,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:12:48.264",768264,"00:12:48.943",768943,"00:00:00.679",679,"specific-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:13:36.446",816446,"00:13:37.960",817960,"00:00:01.514",1514,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:13:39.900",819900,"00:13:40.060",820060,"00:00:00.160",160,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:13:44.780",824780,"00:13:44.926",824926,"00:00:00.146",146,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:13:49.601",829601,"00:13:49.879",829879,"00:00:00.278",278,"generic-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:14:31.932",871932,"00:14:32.055",872055,"00:00:00.123",123,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:14:35.456",875456,"00:14:35.560",875560,"00:00:00.104",104,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:14:48.846",888846,"00:14:49.356",889356,"00:00:00.510",510,"specific-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:15:17.478",917478,"00:15:17.732",917732,"00:00:00.254",254,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:16:01.163",961163,"00:16:01.281",961281,"00:00:00.118",118,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:16:01.980",961980,"00:16:02.197",962197,"00:00:00.217",217,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:16:02.201",962201,"00:16:02.305",962305,"00:00:00.104",104,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:16:04.437",964437,"00:16:04.569",964569,"00:00:00.132",132,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:16:23.796",983796,"00:16:23.985",983985,"00:00:00.189",189,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:16:24.780",984780,"00:16:25.553",985553,"00:00:00.773",773,"specific-new-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:19:08.826",1148826,"00:19:08.991",1148991,"00:00:00.165",165,"pp-new-point","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:19:29.878",1169878,"00:19:30.274",1170274,"00:00:00.396",396,"generic-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:19:48.664",1188664,"00:19:48.843",1188843,"00:00:00.179",179,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:19:50.689",1190689,"00:19:50.915",1190915,"00:00:00.226",226,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@2","FPPTER309","00:19:59.316",1199316,"00:19:59.537",1199537,"00:00:00.221",221,"pp-old-nopoint","FPPT-ENG-Phase1-20190218-v6-ALS-v2.eaf"
"HR@1","FPPTER405","00:00:49.797",49797,"00:00:50.355",50355,"00:00:00.558",558,"specific-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:01:22.720",82720,"00:01:23.228",83228,"00:00:00.508",508,"generic-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:01:25.371",85371,"00:01:26.288",86288,"00:00:00.917",917,"specific-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:01:31.894",91894,"00:01:32.535",92535,"00:00:00.641",641,"generic-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:02:07.413",127413,"00:02:07.620",127620,"00:00:00.207",207,"pp-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:03:02.120",182120,"00:03:02.858",182858,"00:00:00.738",738,"specific-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:03:16.118",196118,"00:03:16.256",196256,"00:00:00.138",138,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:03:32.259",212259,"00:03:32.376",212376,"00:00:00.117",117,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:03:44.789",224789,"00:03:44.962",224962,"00:00:00.173",173,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:03:47.306",227306,"00:03:47.396",227396,"00:00:00.090",90,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:04:30.519",270519,"00:04:30.636",270636,"00:00:00.117",117,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:04:33.682",273682,"00:04:33.820",273820,"00:00:00.138",138,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:04:55.178",295178,"00:04:55.351",295351,"00:00:00.173",173,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:05:36.309",336309,"00:05:37.426",337426,"00:00:01.117",1117,"specific-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:06:00.635",360635,"00:06:01.483",361483,"00:00:00.848",848,"generic-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:06:29.795",389795,"00:06:29.919",389919,"00:00:00.124",124,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:07:09.816",429816,"00:07:10.409",430409,"00:00:00.593",593,"generic-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:07:13.694",433694,"00:07:14.404",434404,"00:00:00.710",710,"specific-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:07:21.765",441765,"00:07:22.041",442041,"00:00:00.276",276,"pp-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:07:24.119",444119,"00:07:24.263",444263,"00:00:00.144",144,"pp-old-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:07:50.694",470694,"00:07:50.860",470860,"00:00:00.166",166,"pp-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:08:37.068",517068,"00:08:37.571",517571,"00:00:00.503",503,"specific-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:08:38.343",518343,"00:08:39.101",519101,"00:00:00.758",758,"specific-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:08:56.231",536231,"00:08:57.176",537176,"00:00:00.945",945,"specific-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:09:08.929",548929,"00:09:09.185",549185,"00:00:00.256",256,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:09:11.935",551935,"00:09:12.521",552521,"00:00:00.586",586,"generic-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:09:35.336",575336,"00:09:36.198",576198,"00:00:00.862",862,"specific-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:09:36.651",576651,"00:09:36.755",576755,"00:00:00.104",104,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:09:37.203",577203,"00:09:37.748",577748,"00:00:00.545",545,"specific-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:09:54.538",594538,"00:09:54.752",594752,"00:00:00.214",214,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:10:04.760",604760,"00:10:07.277",607277,"00:00:02.517",2517,"specific-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:10:07.678",607678,"00:10:08.499",608499,"00:00:00.821",821,"specific-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:10:10.905",610905,"00:10:11.629",611629,"00:00:00.724",724,"generic-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:11:06.799",666799,"00:11:06.937",666937,"00:00:00.138",138,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:11:53.930",713930,"00:11:54.075",714075,"00:00:00.145",145,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:11:55.564",715564,"00:11:55.784",715784,"00:00:00.220",220,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:12:00.166",720166,"00:12:00.373",720373,"00:00:00.207",207,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:12:01.245",721245,"00:12:01.596",721596,"00:00:00.351",351,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:12:08.350",728350,"00:12:08.943",728943,"00:00:00.593",593,"specific-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:12:16.670",736670,"00:12:16.774",736774,"00:00:00.104",104,"pp-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:13:13.404",793404,"00:13:13.618",793618,"00:00:00.214",214,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:13:45.875",825875,"00:13:46.275",826275,"00:00:00.400",400,"generic-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:13:47.978",827978,"00:13:48.634",828634,"00:00:00.656",656,"specific-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:13:49.596",829596,"00:13:49.768",829768,"00:00:00.172",172,"pp-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:13:50.189",830189,"00:13:50.782",830782,"00:00:00.593",593,"generic-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:14:15.867",855867,"00:14:16.522",856522,"00:00:00.655",655,"generic-old-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:15:15.335",915335,"00:15:15.411",915411,"00:00:00.076",76,"pp-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:15:22.646",922646,"00:15:23.122",923122,"00:00:00.476",476,"generic-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:15:30.703",930703,"00:15:31.496",931496,"00:00:00.793",793,"specific-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:15:42.561",942561,"00:15:42.968",942968,"00:00:00.407",407,"specific-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:15:45.756",945756,"00:15:46.053",946053,"00:00:00.297",297,"pro-new-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:15:53.335",953335,"00:15:53.777",953777,"00:00:00.442",442,"generic-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:16:17.597",977597,"00:16:18.190",978190,"00:00:00.593",593,"generic-new-point","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:16:18.780",978780,"00:16:19.042",979042,"00:00:00.262",262,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:16:22.579",982579,"00:16:22.738",982738,"00:00:00.159",159,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:16:39.146",999146,"00:16:39.250",999250,"00:00:00.104",104,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:16:50.918",1010918,"00:16:51.139",1011139,"00:00:00.221",221,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:17:28.854",1048854,"00:17:28.992",1048992,"00:00:00.138",138,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:17:32.361",1052361,"00:17:32.492",1052492,"00:00:00.131",131,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
"HR@1","FPPTER405","00:18:47.139",1127139,"00:18:47.325",1127325,"00:00:00.186",186,"pp-old-nopoint","FPPT-ENG-Phase1-20191112-v8-ALS-v2.eaf"
