speaker,begin,end,dur,trial,coart,affil,infstat,shape,effort,traj,orient,target,cards,lang,phase
FPPTER106,2024-01-09T23:15:04Z,2024-01-09T23:15:05Z,555,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,he.s.got.a.drink.in.his.hand,ambiguous,old,index,nocontact,simple,down,interior,single,eng,S
FPPTER106,2024-01-09T23:17:30Z,2024-01-09T23:17:32Z,1712,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,he.goes.to.jail,ambiguous,old,index,nocontact,simple,vertical,interior,multiple,eng,S
FPPTER106,2024-01-09T23:17:39Z,2024-01-09T23:17:40Z,1068,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,that.s.him,pro,old,index,nocontact,simple,down,interior,multiple,eng,S
FPPTER106,2024-01-09T23:18:04Z,2024-01-09T23:18:08Z,3885,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,walking.back,other,old,index,contact,simple,down,individ,multiple,eng,H
FPPTER106,2024-01-09T23:18:08Z,2024-01-09T23:18:09Z,1295,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,there,pro,other,palm,contact,simple,down,card,multiple,eng,H
FPPTER106,2024-01-09T23:18:09Z,2024-01-09T23:18:10Z,595,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,new,palm,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:10Z,2024-01-09T23:18:10Z,455,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:10Z,2024-01-09T23:18:11Z,555,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:11Z,2024-01-09T23:18:14Z,3160,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,H
FPPTER106,2024-01-09T23:18:14Z,2024-01-09T23:18:15Z,1030,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:15Z,2024-01-09T23:18:16Z,420,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:16Z,2024-01-09T23:18:16Z,415,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:16Z,2024-01-09T23:18:17Z,1160,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,other,contact,simple,vertical,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:17Z,2024-01-09T23:18:18Z,365,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:18Z,2024-01-09T23:18:18Z,555,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:18Z,2024-01-09T23:18:19Z,505,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:19Z,2024-01-09T23:18:19Z,445,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:19Z,2024-01-09T23:18:19Z,380,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER106,2024-01-09T23:18:19Z,2024-01-09T23:18:20Z,610,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,S
FPPTER107,2024-01-09T23:00:58Z,2024-01-09T23:01:00Z,1906,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,some.parcels.over.here,pro,new,index,contact,complex,down,individ,single,eng,H
FPPTER107,2024-01-09T23:01:11Z,2024-01-09T23:01:12Z,1155,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,the.guy.who.s.coming.has.his.arm.out,noun,new,other,contact,simple,down,individ,single,eng,H
FPPTER107,2024-01-09T23:01:18Z,2024-01-09T23:01:19Z,690,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,he.s.got.a.backpack,ambiguous,new,index,contact,complex,down,individ,single,eng,H
FPPTER107,2024-01-09T23:02:36Z,2024-01-09T23:02:38Z,1325,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,there.s.a.speech.bubble.here,noun,new,other,contact,simple,down,individ,single,eng,S
FPPTER107,2024-01-09T23:03:15Z,2024-01-09T23:03:16Z,866,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,the.bamboo.door,noun,new,other,contact,complex,down,individ,single,eng,S
FPPTER107,2024-01-09T23:03:18Z,2024-01-09T23:03:20Z,1704,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,no.door.on.this.door.frame,noun,new,other,contact,complex,down,interior,single,eng,S
FPPTER107,2024-01-09T23:03:56Z,2024-01-09T23:03:58Z,1125,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,the.window.is.super.small,noun,old,index,nocontact,simple,vertical,other,single,eng,S
FPPTER107,2024-01-09T23:04:10Z,2024-01-09T23:04:26Z,16982,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,four.guys.maybe.sitting.around,ambiguous,old,index,contact,complex,up,card,single,eng,H
FPPTER107,2024-01-09T23:04:26Z,2024-01-09T23:04:29Z,2082,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,to.the.other.guy,noun,old,index,nocontact,complex,down,interior,single,eng,S
FPPTER107,2024-01-09T23:04:29Z,2024-01-09T23:04:30Z,1680,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,in.the.speech.bubble.there.s.a.guy.and.a.girl,noun,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER107,2024-01-09T23:04:37Z,2024-01-09T23:04:37Z,783,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,maybe.he.is.saying.something,pro,old,index,nocontact,simple,down,interior,single,eng,S
FPPTER107,2024-01-09T23:04:37Z,2024-01-09T23:04:39Z,1625,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,to.the.other.guy,noun,new,index,nocontact,complex,down,individ,single,eng,S
FPPTER107,2024-01-09T23:04:40Z,2024-01-09T23:04:41Z,813,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,a.girl,noun,old,index,nocontact,simple,down,interior,single,eng,S
FPPTER107,2024-01-09T23:05:06Z,2024-01-09T23:05:07Z,560,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,got.drinks,noun,new,index,contact,simple,down,individ,single,eng,S
FPPTER107,2024-01-09T23:05:18Z,2024-01-09T23:05:21Z,3234,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,five.people.sitting.around,ambiguous,new,index,contact,complex,down,interior,single,eng,H
FPPTER107,2024-01-09T23:05:35Z,2024-01-09T23:05:36Z,945,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,one.sitting.on.a.stool,ambiguous,new,index,contact,simple,down,card,single,eng,S
FPPTER107,2024-01-09T23:05:50Z,2024-01-09T23:05:51Z,1175,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,and.this.one,noun,new,index,contact,simple,down,individ,single,eng,S
FPPTER107,2024-01-09T23:06:26Z,2024-01-09T23:06:29Z,2274,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,and.in.the.picture,noun,old,index,contact,complex,down,individ,single,eng,H
FPPTER107,2024-01-09T23:07:13Z,2024-01-09T23:07:14Z,611,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,and.the.baby,noun,new,index,nocontact,simple,down,individ,single,eng,S
FPPTER107,2024-01-09T23:07:14Z,2024-01-09T23:07:16Z,1555,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,for.another.coconut,noun,new,index,nocontact,complex,down,individ,single,eng,S
FPPTER107,2024-01-09T23:09:07Z,2024-01-09T23:09:09Z,1495,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,there.s.the.woman,noun,new,other,nocontact,complex,down,card,single,eng,H
FPPTER107,2024-01-09T23:09:09Z,2024-01-09T23:09:11Z,1809,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,she.s.crouched.down.on.the.ground,ambiguous,new,other,contact,simple,down,card,single,eng,H
FPPTER107,2024-01-09T23:12:07Z,2024-01-09T23:12:08Z,1130,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,the.guy.who.is.punching.looks.angry,noun,old,other,contact,simple,vertical,individ,single,eng,S
FPPTER107,2024-01-09T23:12:59Z,2024-01-09T23:13:02Z,2353,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,i.wonder.if.he.could.be.praying.in.that.one,pro,new,index,contact,simple,down,individ,single,eng,H
FPPTER107,2024-01-09T23:13:05Z,2024-01-09T23:13:07Z,1474,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,it.looks.like.he.has.calm,pro,old,index,contact,simple,vertical,individ,single,eng,S
FPPTER107,2024-01-09T23:13:17Z,2024-01-09T23:13:21Z,4059,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,she.has.her.mouth.opened,ambiguous,old,other,nocontact,simple,vertical,individ,single,eng,H
FPPTER107,2024-01-09T23:13:21Z,2024-01-09T23:13:24Z,2926,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,she.doesn.t.look.cross,ambiguous,old,other,nocontact,simple,vertical,individ,single,eng,H
FPPTER107,2024-01-09T23:13:25Z,2024-01-09T23:13:26Z,1075,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,the.child.looks,noun,old,other,nocontact,simple,vertical,individ,single,eng,S
FPPTER107,2024-01-09T23:14:10Z,2024-01-09T23:14:11Z,1030,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,they.look.in.good.condition,pro,old,index,nocontact,complex,down,interior,single,eng,S
FPPTER107,2024-01-09T23:15:09Z,2024-01-09T23:15:10Z,1090,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,the.child.looks.scared,ambiguous,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER107,2024-01-09T23:15:29Z,2024-01-09T23:15:30Z,1530,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,going.home,other,old,index,nocontact,complex,down,interior,single,eng,S
FPPTER107,2024-01-09T23:15:31Z,2024-01-09T23:15:32Z,1234,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,with.his.son,noun,old,index,contact,simple,down,individ,single,eng,H
FPPTER107,2024-01-09T23:15:32Z,2024-01-09T23:15:33Z,1600,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,and.wife,noun,old,index,contact,simple,down,individ,single,eng,H
FPPTER107,2024-01-09T23:15:41Z,2024-01-09T23:15:42Z,1220,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,and.the.son.is.running,ambiguous,old,index,nocontact,complex,down,interior,single,eng,S
FPPTER107,2024-01-09T23:17:02Z,2024-01-09T23:17:04Z,1884,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,that.would.be.before.the.trial,pro,other,index,contact,complex,down,card,single,eng,H
FPPTER107,2024-01-09T23:17:39Z,2024-01-09T23:17:42Z,2977,FPPT-ENG-Phase1-20181219-v7-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,single,eng,H
FPPTER201,2024-01-09T23:00:50Z,2024-01-09T23:00:51Z,1126,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,this.is.familly.then,ambiguous,new,index,nocontact,complex,vertical,interior,single,eng,S
FPPTER201,2024-01-09T23:01:05Z,2024-01-09T23:01:05Z,641,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,the.first.guy,noun,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER201,2024-01-09T23:01:29Z,2024-01-09T23:01:32Z,3599,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,on.his.back.though,noun,new,index,contact,simple,down,individ,single,eng,H
FPPTER201,2024-01-09T23:02:14Z,2024-01-09T23:02:15Z,1674,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.looks.a.bit.worse,ambiguous,old,index,contact,simple,down,individ,single,eng,S
FPPTER201,2024-01-09T23:02:37Z,2024-01-09T23:02:42Z,4878,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.does.look.like.an.official,ambiguous,old,index,nocontact,simple,down,individ,single,eng,H
FPPTER201,2024-01-09T23:02:46Z,2024-01-09T23:02:49Z,2731,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,but.isn.t.like,other,old,index,nocontact,simple,vertical,individ,single,eng,H
FPPTER201,2024-01-09T23:02:57Z,2024-01-09T23:02:59Z,1013,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.looks.a.bit.rough,ambiguous,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER201,2024-01-09T23:03:07Z,2024-01-09T23:03:08Z,432,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.s.telling,ambiguous,old,index,nocontact,simple,vertical,individ,single,eng,S
FPPTER201,2024-01-09T23:03:08Z,2024-01-09T23:03:08Z,547,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,him,pro,new,index,contact,simple,vertical,individ,single,eng,S
FPPTER201,2024-01-09T23:03:08Z,2024-01-09T23:03:09Z,753,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,what.he.s.getting,ambiguous,old,index,nocontact,complex,vertical,interior,single,eng,S
FPPTER201,2024-01-09T23:03:14Z,2024-01-09T23:03:19Z,4280,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,the.shirt.looks.like,noun,new,index,contact,simple,down,individ,single,eng,H
FPPTER201,2024-01-09T23:04:22Z,2024-01-09T23:04:23Z,741,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.s.wearing.pants,ambiguous,new,index,contact,complex,down,individ,single,eng,S
FPPTER201,2024-01-09T23:04:40Z,2024-01-09T23:04:41Z,1292,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,we.re.going.this.way,noun,other,index,nocontact,complex,down,other,multiple,eng,S
FPPTER201,2024-01-09T23:05:15Z,2024-01-09T23:05:16Z,572,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,a.dark.shirt,noun,new,index,contact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:05:16Z,2024-01-09T23:05:16Z,314,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,shirt,noun,old,index,nocontact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:05:16Z,2024-01-09T23:05:16Z,406,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,--,other,old,index,nocontact,simple,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:05:17Z,2024-01-09T23:05:17Z,387,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,it.s.consistent,other,other,index,nocontact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:05:17Z,2024-01-09T23:05:17Z,326,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,until.it.gets,pro,other,index,nocontact,simple,down,card,multiple,eng,S
FPPTER201,2024-01-09T23:05:17Z,2024-01-09T23:05:19Z,1152,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,to.these.ones,noun,other,index,contact,complex,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:05:24Z,2024-01-09T23:05:25Z,1211,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.looks.angry,ambiguous,new,index,contact,simple,vertical,individ,single,eng,H
FPPTER201,2024-01-09T23:05:25Z,2024-01-09T23:05:29Z,4127,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.s.telling.him,ambiguous,new,index,contact,simple,vertical,individ,single,eng,H
FPPTER201,2024-01-09T23:05:34Z,2024-01-09T23:05:37Z,3047,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.doesn.t.look.happy,ambiguous,old,index,contact,simple,down,individ,single,eng,H
FPPTER201,2024-01-09T23:05:37Z,2024-01-09T23:05:38Z,1200,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,his.girlfriend,noun,new,index,contact,simple,down,individ,single,eng,H
FPPTER201,2024-01-09T23:05:38Z,2024-01-09T23:05:39Z,500,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,to.somebody.else,pro,new,index,contact,simple,down,individ,single,eng,S
FPPTER201,2024-01-09T23:05:52Z,2024-01-09T23:05:52Z,619,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,--,other,new,index,nocontact,complex,down,interior,single,eng,S
FPPTER201,2024-01-09T23:05:52Z,2024-01-09T23:05:54Z,1267,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,group.of.friends,noun,old,palm,nocontact,complex,down,interior,single,eng,S
FPPTER201,2024-01-09T23:05:54Z,2024-01-09T23:05:54Z,740,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,one.of.his.friends,noun,old,index,contact,simple,down,individ,single,eng,S
FPPTER201,2024-01-09T23:05:54Z,2024-01-09T23:05:55Z,653,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,is.telling.him,ambiguous,old,index,contact,simple,down,individ,single,eng,S
FPPTER201,2024-01-09T23:05:58Z,2024-01-09T23:05:59Z,455,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,how.he.goes.from.there,pro,new,index,contact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:05:59Z,2024-01-09T23:06:00Z,1173,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,to.here,pro,old,index,contact,complex,down,interior,multiple,eng,H
FPPTER201,2024-01-09T23:06:00Z,2024-01-09T23:06:05Z,5394,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,from.here.to.there,ambiguous,old,index,contact,simple,down,interior,multiple,eng,H
FPPTER201,2024-01-09T23:06:05Z,2024-01-09T23:06:07Z,1733,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,doesn.t.look.very.organized,ambiguous,new,index,contact,simple,down,interior,multiple,eng,H
FPPTER201,2024-01-09T23:06:29Z,2024-01-09T23:06:29Z,441,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,i.think.this.is.the.girl,ambiguous,new,index,contact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:06:29Z,2024-01-09T23:06:31Z,1920,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,from.this,pro,new,index,contact,simple,down,individ,multiple,eng,H
FPPTER201,2024-01-09T23:06:31Z,2024-01-09T23:06:33Z,1633,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,this.guy.in.the.striped.shirt,ambiguous,new,index,contact,complex,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:06:34Z,2024-01-09T23:06:37Z,2517,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,hit.her,ambiguous,new,index,contact,simple,down,individ,multiple,eng,H
FPPTER201,2024-01-09T23:06:40Z,2024-01-09T23:06:41Z,298,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,she.s.reporting,ambiguous,old,index,nocontact,simple,down,interior,single,eng,S
FPPTER201,2024-01-09T23:06:41Z,2024-01-09T23:06:41Z,604,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,to.the.police,noun,new,index,contact,complex,down,individ,single,eng,S
FPPTER201,2024-01-09T23:06:41Z,2024-01-09T23:06:42Z,1049,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,this.looks.like,pro,new,index,contact,simple,down,individ,multiple,eng,H
FPPTER201,2024-01-09T23:06:42Z,2024-01-09T23:06:45Z,3069,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,him,pro,old,index,contact,simple,down,individ,multiple,eng,H
FPPTER201,2024-01-09T23:06:52Z,2024-01-09T23:06:52Z,360,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,she.s.explainging,ambiguous,old,index,contact,simple,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:06:52Z,2024-01-09T23:06:53Z,1108,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,they.re.writing.it.down,ambiguous,old,index,contact,complex,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:07:03Z,2024-01-09T23:07:04Z,1012,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,--,other,other,index,nocontact,complex,down,other,multiple,eng,S
FPPTER201,2024-01-09T23:07:06Z,2024-01-09T23:07:07Z,600,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.s.in.tiral,ambiguous,old,index,contact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:07:09Z,2024-01-09T23:07:10Z,585,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,--,other,old,index,nocontact,complex,down,card,multiple,eng,S
FPPTER201,2024-01-09T23:07:21Z,2024-01-09T23:07:22Z,844,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,worrying.about.himself,ambiguous,old,index,nocontact,complex,down,card,multiple,eng,S
FPPTER201,2024-01-09T23:07:25Z,2024-01-09T23:07:29Z,3435,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,what.s.happening.here,pro,new,index,contact,complex,down,card,multiple,eng,H
FPPTER201,2024-01-09T23:08:02Z,2024-01-09T23:08:03Z,1037,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,they.have,pro,new,index,contact,simple,down,individ,multiple,eng,H
FPPTER201,2024-01-09T23:08:03Z,2024-01-09T23:08:05Z,1544,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,might.be.this.boy,noun,new,index,contact,complex,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:08:11Z,2024-01-09T23:08:13Z,1156,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.s.happy.here,ambiguous,new,index,contact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:08:13Z,2024-01-09T23:08:14Z,1093,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,but.yeah,other,old,index,nocontact,complex,down,card,multiple,eng,S
FPPTER201,2024-01-09T23:08:57Z,2024-01-09T23:08:58Z,1681,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,these.pictures.don.t.seem.to.join,noun,other,index,nocontact,complex,down,card,multiple,eng,H
FPPTER201,2024-01-09T23:08:59Z,2024-01-09T23:09:01Z,1640,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.is.here,ambiguous,new,index,contact,simple,down,individ,multiple,eng,H
FPPTER201,2024-01-09T23:09:01Z,2024-01-09T23:09:01Z,310,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,--,other,old,index,nocontact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:09:01Z,2024-01-09T23:09:02Z,410,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,getting.the.story,ambiguous,new,index,contact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:09:02Z,2024-01-09T23:09:02Z,225,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,the.story,noun,old,index,nocontact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:09:02Z,2024-01-09T23:09:03Z,650,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,the.story,noun,old,index,nocontact,complex,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:09:03Z,2024-01-09T23:09:03Z,620,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,somthing.about.his.wife,noun,old,index,nocontact,complex,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:09:04Z,2024-01-09T23:09:04Z,697,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,to.somebody.else,pro,new,index,nocontact,complex,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:09:04Z,2024-01-09T23:09:06Z,1527,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,this.leads.him.to,ambiguous,old,index,nocontact,complex,down,card,multiple,eng,S
FPPTER201,2024-01-09T23:09:06Z,2024-01-09T23:09:07Z,664,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,in.drunken.state,noun,old,index,contact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:09:07Z,2024-01-09T23:09:08Z,670,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,in.drunken.state,noun,old,index,nocontact,complex,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:09:13Z,2024-01-09T23:09:14Z,556,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,it.seems.like,other,new,index,contact,simple,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:09:19Z,2024-01-09T23:09:20Z,1699,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,--,other,other,index,nocontact,complex,down,card,multiple,eng,S
FPPTER201,2024-01-09T23:09:31Z,2024-01-09T23:09:33Z,2030,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,drinkning.with.friends,ambiguous,old,index,contact,complex,down,interior,multiple,eng,H
FPPTER201,2024-01-09T23:10:09Z,2024-01-09T23:10:09Z,426,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,having.fun,other,new,palm,contact,simple,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:10:09Z,2024-01-09T23:10:10Z,760,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,having.fun,other,new,palm,nocontact,complex,down,card,multiple,eng,S
FPPTER201,2024-01-09T23:10:10Z,2024-01-09T23:10:11Z,883,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,with.his.family,noun,new,palm,contact,simple,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:10:12Z,2024-01-09T23:10:13Z,947,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,he.s.carrying.home,ambiguous,new,index,contact,simple,down,individ,multiple,eng,H
FPPTER201,2024-01-09T23:10:13Z,2024-01-09T23:10:14Z,1205,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,whatever.he.s.picking,ambiguous,new,index,contact,complex,down,interior,multiple,eng,S
FPPTER201,2024-01-09T23:10:19Z,2024-01-09T23:10:20Z,1010,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,i.don.t.know.if.this.is.his.wife.or.not,ambiguous,new,index,contact,simple,down,individ,multiple,eng,H
FPPTER201,2024-01-09T23:10:28Z,2024-01-09T23:10:29Z,903,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,they.seem.content,ambiguous,old,index,nocontact,simple,vertical,other,multiple,eng,S
FPPTER201,2024-01-09T23:10:39Z,2024-01-09T23:10:41Z,1401,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,broken.bottle,noun,new,index,contact,simple,down,individ,multiple,eng,H
FPPTER201,2024-01-09T23:10:42Z,2024-01-09T23:10:42Z,150,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,--,other,old,index,nocontact,simple,down,individ,multiple,eng,S
FPPTER201,2024-01-09T23:10:42Z,2024-01-09T23:10:43Z,797,FPPT-ENG-Phase1-20190213-v6-ALS-v1.eaf,after.hearing.about,other,new,index,contact,simple,down,individ,multiple,eng,S
